Ancestro Racial Definitivo;Año;Ciclo Vital Definitivo;Cod Mipio;Clasificación de la Desaparición;Departamento Hecho Dane;Día Definitivo;Entidad Usuario que Radica DEFINITIVO;Escolaridad ajustada;Estado Desaparición Definitivo;Estado civil;Factor de vulnerabilidad;Grupo EDAD;Localidad;Mayor Menor De Edad;Mes Definitivo;Municipio Hecho Dane;Número de registros;Sexo;Tipo aparición DEFINITIVA;Zona ocurrencia DEFINITIVO
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;54,001;Desaparición presuntamente forzada;Norte de Santander;Martes;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Desplazados (as);(20 a 24);NA;b) Mayores de Edad (>18 años);Julio;Cúcuta;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;68,573;Sin información;Santander;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Mayo;Puerto Parra;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,656;Sin información;Antioquia;Martes;Policía Nacional;Sin información;Continua Desaparecido;Soltero (a);Sin información;(20 a 24);NA;b) Mayores de Edad (>18 años);Junio;San Jerónimo;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,364;Desaparición presuntamente forzada;Antioquia;Martes;Policía Nacional;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Sin información;(20 a 24);NA;b) Mayores de Edad (>18 años);Agosto;Jardín;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;81,736;Desaparición presuntamente forzada;Arauca;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica primaria;Continua Desaparecido;Soltero (a);Campesinos (as) y/o trabajadores (as) del campo;(25 a 29);NA;b) Mayores de Edad (>18 años);Septiembre;Saravena;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;54,81;Sin información;Norte de Santander;Miércoles;Fiscalía General de la Nación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Noviembre;Tibú;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;52,835;Sin información;Nariño;Miércoles;Fiscalía General de la Nación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Septiembre;San Andres de Tumaco;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;66,001;Sin información;Risaralda;Sábado;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(18 a 19);NA;b) Mayores de Edad (>18 años);Abril;Pereira;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,495;Desaparición presuntamente forzada;Antioquia;Sábado;Fiscalía General de la Nación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Agosto;Nechí;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;68,615;Sin información;Santander;Sábado;Fiscalía General de la Nación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Abril;Rionegro;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;15,238;Sin información;Boyacá;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(18 a 19);NA;b) Mayores de Edad (>18 años);Agosto;Duitama;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;17,042;Sin información;Caldas;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Otro;(20 a 24);NA;b) Mayores de Edad (>18 años);Octubre;Anserma;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;25,799;Sin información;Cundinamarca;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Marzo;Tenjo;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;18,15;Desaparición presuntamente forzada;Caquetá;Viernes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Mayo;Cartagena del Chairá;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;41,551;Sin información;Huila;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Campesinos (as) y/o trabajadores (as) del campo;(25 a 29);NA;b) Mayores de Edad (>18 años);Noviembre;Pitalito;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;25,183;Sin información;Cundinamarca;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(20 a 24);NA;b) Mayores de Edad (>18 años);Abril;Chocontá;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;19,001;Sin información;Cauca;Viernes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Sin información;(18 a 19);NA;b) Mayores de Edad (>18 años);Agosto;Popayán;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(18 a 28) Juventud;63,212;Sin información;Quindio;Viernes;Fiscalía General de la Nación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Noviembre;Córdoba;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(18 a 28) Juventud;5,282;Sin información;Antioquia;Lunes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Junio;Fredonia;1;Hombre;Sin Información;Rural Disperso (Vereda)
Negro;01/01/2017 12:00:00 AM;(18 a 28) Juventud;52,48;Sin información;Nariño;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Unión Libre;Ninguno;(25 a 29);NA;b) Mayores de Edad (>18 años);Septiembre;Nariño;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;52,621;Desaparición presuntamente forzada;Nariño;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Casado (a);Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Julio;Roberto Payán;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,628;Sin información;Antioquia;Jueves;Policía Nacional;Sin información;Continua Desaparecido;Casado (a);Sin información;(35 a 39);NA;b) Mayores de Edad (>18 años);Septiembre;Sabanalarga;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;41,359;Sin información;Huila;Lunes;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Casado (a);Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Julio;Isnos;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;81,736;Desaparición presuntamente forzada;Arauca;Miércoles;Policía Nacional;Educación básica secundaria o secundaria baja;Continua Desaparecido;Casado (a);Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Marzo;Saravena;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;44,035;Para verificación de identidad;La Guajira;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Casado (a);Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Julio;Albania;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;44,035;Para verificación de identidad;La Guajira;Miércoles;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Casado (a);Ninguno;(55 a 59);NA;b) Mayores de Edad (>18 años);Julio;Albania;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,126;Sin información;Valle del Cauca;Sábado;Policía Nacional;Sin información;Continua Desaparecido;Casado (a);Ninguno;(50 a 54);NA;b) Mayores de Edad (>18 años);Junio;Santiago de Calima;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;95,001;Desaparición presuntamente forzada;Guaviare;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin escolaridad;Continua Desaparecido;Casado (a);Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Agosto;San José del Guaviare;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;47,545;Sin información;Magdalena;Viernes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Casado (a);Ninguno;(55 a 59);NA;b) Mayores de Edad (>18 años);Junio;Pijiño del Carmen;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;20,001;Sin información;Cesar;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Separado(a),Divorciado(a);Campesinos (as) y/o trabajadores (as) del campo;(55 a 59);NA;b) Mayores de Edad (>18 años);Marzo;Valledupar;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;68,533;Sin información;Santander;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin información;Continua Desaparecido;Separado(a),Divorciado(a);Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Abril;Páramo;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;52,022;Sin información;Nariño;Jueves;Fiscalía General de la Nación;Sin información;Continua Desaparecido;Sin Información;Otro;(35 a 39);NA;b) Mayores de Edad (>18 años);Noviembre;Aldana;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,122;Sin información;Valle del Cauca;Lunes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Sin Información;Campesinos (as) y/o trabajadores (as) del campo;(55 a 59);NA;b) Mayores de Edad (>18 años);Julio;Caicedonia;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;68,147;Sin información;Santander;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Noviembre;Capitanejo;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mulato;01/01/2017 12:00:00 AM;(29 a 59) Adultez;47,46;Para verificación de identidad;Magdalena;Domingo;Instituto Nacional de Medicina Legal y Ciencias Forenses;Sin escolaridad;Continua Desaparecido;Soltero (a);Campesinos (as) y/o trabajadores (as) del campo;(55 a 59);NA;b) Mayores de Edad (>18 años);Octubre;Nueva Granada;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,001;Sin información;Antioquia;Domingo;Fiscalía General de la Nación;Educación básica primaria;Continua Desaparecido;Soltero (a);Sin información;(40 a 44);NA;b) Mayores de Edad (>18 años);Agosto;Medellín;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;73,443;Sin información;Tolima;Jueves;Fiscalía - Cuerpo Técnico Investigación;Sin escolaridad;Continua Desaparecido;Soltero (a);Campesinos (as) y/o trabajadores (as) del campo;(35 a 39);NA;b) Mayores de Edad (>18 años);Agosto;San Sebastián de Mariquita;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,234;Sin información;Antioquia;Jueves;Fiscalía - Cuerpo Técnico Investigación;Sin escolaridad;Continua Desaparecido;Soltero (a);Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Marzo;Dabeiba;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;81,065;Sin información;Arauca;Lunes;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(55 a 59);NA;b) Mayores de Edad (>18 años);Junio;Arauquita;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;50,68;Desaparición presuntamente forzada;Meta;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ex convictos (as);(30 a 34);NA;b) Mayores de Edad (>18 años);Abril;San Carlos de Guaroa;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;47,288;Desaparición presuntamente forzada;Magdalena;Martes;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Agosto;Fundación;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;68,385;Sin información;Santander;Martes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Agosto;Landázuri;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mulato;01/01/2017 12:00:00 AM;(29 a 59) Adultez;13,442;Desaparición presuntamente forzada;Bolívar;Martes;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Campesinos (as) y/o trabajadores (as) del campo;(55 a 59);NA;b) Mayores de Edad (>18 años);Mayo;María La Baja;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;17,001;Sin información;Caldas;Martes;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Soltero (a);Ninguno;(55 a 59);NA;b) Mayores de Edad (>18 años);Noviembre;Manizales;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;73,001;Sin información;Tolima;Martes;Policía Nacional;Sin información;Continua Desaparecido;Soltero (a);Otro;(45 a 49);NA;b) Mayores de Edad (>18 años);Septiembre;Ibagué;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;20,013;Desaparición presuntamente forzada;Cesar;Miércoles;Fiscalía - Cuerpo Técnico Investigación;Sin escolaridad;Continua Desaparecido;Soltero (a);Ninguno;(50 a 54);NA;b) Mayores de Edad (>18 años);Septiembre;Agustín Codazzi;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mulato;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,13;Sin información;Valle del Cauca;Miércoles;Personería;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Octubre;Candelaria;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,541;Sin información;Antioquia;Sábado;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Julio;Peñol;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;25,04;Sin información;Cundinamarca;Sábado;Instituto Nacional de Medicina Legal y Ciencias Forenses;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Habitante de la calle;(35 a 39);NA;b) Mayores de Edad (>18 años);Julio;Anolaima;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;76,13;Sin información;Valle del Cauca;Sábado;Personería;Sin escolaridad;Continua Desaparecido;Soltero (a);Ninguno;(50 a 54);NA;b) Mayores de Edad (>18 años);Febrero;Candelaria;1;Hombre;Sin Información;Rural Disperso (Vereda)
Sin Información;01/01/2017 12:00:00 AM;(29 a 59) Adultez;5,148;Desaparición presuntamente forzada;Antioquia;Sábado;Fiscalía General de la Nación;Educación básica primaria;Continua Desaparecido;Soltero (a);Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Agosto;El Carmen de Viboral;1;Hombre;Sin Información;Rural Disperso (Vereda)
Blanco;01/01/2017 12:00:00 AM;(29 a 59) Adultez;73,563;Sin información;Tolima;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación inicial y educación preescolar;Continua Desaparecido;Soltero (a);Campesinos (as) y/o trabajadores (as) del campo;(35 a 39);NA;b) Mayores de Edad (>18 años);Agosto;Prado;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;15,753;Sin información;Boyacá;Viernes;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Soltero (a);Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Julio;Soatá;1;Hombre;Sin Información;Rural Disperso (Vereda)
Blanco;01/01/2017 12:00:00 AM;(29 a 59) Adultez;17,616;Sin información;Caldas;Domingo;Fiscalía - Cuerpo Técnico Investigación;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Campesinos (as) y/o trabajadores (as) del campo;(30 a 34);NA;b) Mayores de Edad (>18 años);Octubre;Risaralda;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;73,275;Sin información;Tolima;Domingo;Policía Nacional;Educación básica secundaria o secundaria baja;Continua Desaparecido;Unión Libre;Ninguno;(35 a 39);NA;b) Mayores de Edad (>18 años);Julio;Flandes;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;73,275;Sin información;Tolima;Domingo;Policía Nacional;Educación inicial y educación preescolar;Continua Desaparecido;Unión Libre;Ninguno;(30 a 34);NA;b) Mayores de Edad (>18 años);Julio;Flandes;1;Hombre;Sin Información;Rural Disperso (Vereda)
Mestizo;01/01/2017 12:00:00 AM;(29 a 59) Adultez;54,81;Sin información;Norte de Santander;Domingo;Fiscalía - Cuerpo Técnico Investigación;Sin información;Continua Desaparecido;Unión Libre;Ninguno;(45 a 49);NA;b) Mayores de Edad (>18 años);Septiembre;Tibú;1;Hombre;Sin Información;Rural Disperso (Vereda)
Indigena;01/01/2017 12:00:00 AM;(29 a 59) Adultez;52,621;Desaparición presuntamente forzada;Nariño;Jueves;Fiscalía - Cuerpo Técnico Investigación;Educación básica primaria;Continua Desaparecido;Unión Libre;Ninguno;(40 a 44);NA;b) Mayores de Edad (>18 años);Julio;Roberto Payán;1;Hombre;Sin Información;Rural Disperso (Vereda)
